,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Dasatinib,-0.50382674,0.84904623,-0.77882165,0.4845511,-0.021140182,0.21633475,0.18868895,1.1662009,-1.320469,-0.49915707,-0.39696154,0.41660687,-0.6142878,-0.29456127,0.2946873,0.3797173,0.09229358,-0.4987638,0.47932625,0.20678575,-1.6458658,0.5776795,0.08765275,-0.9919153,0.40159813,0.06469818,0.930675,0.36046904,2.2711587,-0.34129608,-0.77393085,-0.9996076,-0.4899585,0.029895432,-0.16648707,0.6855388,-0.18382984,-0.42540386,-0.31099457,-0.460809,-0.032843787,0.78699124,-0.26082683,-0.65186685,-0.9295358,-0.03175251,0.78881824,-0.5922151,0.3862773,-0.00067219825,2.1869893,1.0187416,1.7144924,-0.121017784,0.55282116,-0.22730595,0.4269646,-1.3230654,1.9569931,0.8044697,-0.48749524,0.49112916,0.5958882,-0.033915605
DDR2_G774V,0.11505112,-0.68491477,0.013055697,-0.26694265,0.0719997,1.5081049,-1.3353733,0.072286576,0.0119032245,0.5915296,-0.35429177,-0.04971449,0.3253025,-0.072162606,0.1298704,-0.8593428,0.2488022,-0.35931146,-0.3435623,0.76050395,-0.32717505,0.13948318,-0.28344673,-0.29863515,0.15254617,-0.0628607,0.043457255,-0.84296227,0.49963936,-1.53694,0.044557158,-0.42734724,0.00520977,-0.32536203,-0.061677776,2.0869634,0.01916254,-0.52196515,-0.90841657,0.31938273,0.60793334,-0.6547707,-0.36009377,0.22966053,-0.3274343,0.12526666,-0.056221545,0.22921929,-0.3574777,-0.49293494,-0.37797362,0.15398364,-0.33239907,-0.24235758,0.8037418,0.57932675,-0.166141,0.19228624,-0.004077341,-0.062182177,0.5493352,0.019997923,-0.27977994,-0.18532962
DDR2_I638F,-0.41817608,0.7893308,0.27073735,0.661336,0.08424514,0.08121509,0.25103444,-0.19996047,0.6648193,0.26051116,0.83182585,-0.07555371,0.119729765,0.032380536,0.58486414,-0.6200779,-0.7406614,-0.40828618,0.3413959,-0.6536983,-0.4558812,0.5588695,-0.44689488,-0.11316699,-0.22729366,0.29735994,0.10304134,0.040949013,-0.7784172,0.6440735,0.051186357,-0.0101428395,0.0039757635,0.120324835,-0.32470265,0.382076,1.3921844,1.1430217,-0.32961255,0.6959184,-0.122936614,0.012595977,1.3716803,-1.2812078,-0.6818193,0.0704888,0.91325086,-0.4361906,-0.27113366,-0.6799693,0.2814161,-0.45448333,-0.1321266,0.34297174,0.60335386,0.36461487,0.4412049,0.31870094,0.006872453,-0.31073225,0.121419355,-0.18997349,0.20478103,0.109146565
DDR2_L239R,0.2629797,-0.51519084,-0.3200681,0.30911785,-0.110179,-0.038958192,0.20577607,-0.15868491,0.11398116,-0.46508127,0.13245668,-0.81748533,0.029582668,0.02618662,0.51094425,0.07313458,-0.21064037,0.3417037,-0.10185542,-0.13003276,-0.09739964,-0.03185438,0.016650382,-0.8605124,-0.25551754,0.095569625,-0.025789697,-0.1782409,-0.64877284,-0.27160537,-0.8456834,0.15884073,-0.10508207,-0.06588777,-0.34032872,0.07876523,0.2042564,0.050835304,-0.22815229,-0.06522279,0.25785443,0.7698039,0.08165274,1.3363274,-0.26941022,0.20213994,0.028873302,-0.05479116,0.72774005,-0.7723068,0.0405975,-0.64418286,0.7548251,1.0500907,1.0098583,-0.07168647,-0.059258424,-0.6689953,-0.24113846,0.06386085,-0.16580512,0.89898646,0.65269357,0.13772677
DDR2_L63V,-0.14095104,-0.104424424,0.093648285,-1.737801,-0.41508585,1.1504513,0.33677578,0.4990614,0.16333838,-0.13879593,1.1189077,1.0666614,-0.31113014,-0.10515126,-0.082621805,0.25741288,-0.6704012,-0.13925304,0.5720206,0.25756082,-0.18616915,-0.0073384205,0.80051446,0.24748287,0.00014375099,0.1473541,0.20003757,0.13607843,0.31982118,0.30057862,0.9791858,1.1627749,-0.6165194,-0.011174955,0.11783988,0.262105,-0.27347764,0.15487236,0.36269817,0.0017117412,0.1768513,0.3000605,0.06093871,-0.0032612267,0.25313666,-0.09000932,0.1244832,0.004888312,0.28206438,0.28530696,0.5039758,0.24019206,0.08676356,-0.53541446,-0.08941744,0.2970555,0.3554851,0.3575549,0.11720097,0.113121755,0.04218055,-0.57916445,-1.1488616,0.084130436
DDR2_S768R,-0.107412934,-0.6803532,-0.80026007,-0.57308376,-0.42425713,-0.5647484,0.5981707,0.1938795,0.3965407,-0.24877498,-0.66981715,0.060595762,1.0692801,0.09280501,0.30860475,0.0827148,0.112962574,-0.08396617,0.12979001,-0.0017774764,-0.49772325,0.4292996,0.3331402,-0.49689367,0.5309174,0.6286789,-2.7597792,0.91126674,0.21589863,-1.6131433,0.28137234,0.2958781,-0.3562922,1.0061238,0.37991455,-0.012167429,-0.8435979,-0.13494612,-0.61820465,-0.30226523,0.37598848,0.1295874,-0.39044002,-0.030602042,0.10323134,-0.10023709,-0.42488116,0.4734762,0.16089483,0.21690385,-0.17171066,0.19287398,-0.09835594,0.50075305,0.045668345,0.1292248,0.5531966,0.26038387,-0.0709425,0.14709133,-0.933578,0.073509894,-0.049667012,0.055464443
EGFR_Exon 19 Deletion,-0.73044723,-0.820895,-0.37989438,0.43362138,-0.66924655,0.015720837,0.0529843,-0.05773718,0.6597188,0.22442551,-0.79274094,0.38689283,-0.4475847,0.63880056,0.37794203,-0.074381225,-0.20552029,0.06683218,-0.4640851,-0.117117494,0.81679016,0.29960063,-0.6556529,0.023048839,-0.5043503,-0.46826434,-0.3394126,0.25393948,-0.5618892,-0.028666161,1.2721401,0.40980768,1.877675,-0.5204093,-0.5888775,0.3496943,0.20802763,-0.9991505,1.7935971,-1.4521042,-0.44882715,0.44080937,0.08964735,0.29171726,0.17664628,0.05509098,-0.55367136,-0.27977604,0.84217906,-0.44198406,-0.433053,0.2307176,-2.2337594,0.43547028,-0.4770607,0.53240037,0.2635801,-0.7183543,-0.17040443,0.17204441,0.5627597,0.17142017,-0.26638108,-0.36005878
EGFR_G719S,0.033113003,0.4647984,0.4521216,0.033431362,-0.12776405,-0.55370235,0.21862496,0.07938783,0.170051,-1.2767528,-0.3277879,0.029714486,-0.7568504,-0.43195835,-0.08093539,-0.008576509,-0.51027125,-0.1318088,0.18143062,-0.17643513,0.92770565,0.0315731,0.16251528,0.07936883,-0.04110646,-0.16761194,0.19861159,1.130375,-0.23250617,-0.10511142,0.012351202,-0.18429306,-0.370167,1.1858149,-0.044594426,0.47370303,-0.105868824,0.08962861,0.24348629,-0.017961396,0.093374975,0.062536456,-0.24350458,0.8647212,-0.42859933,-0.6556223,-0.47715133,-0.27819276,0.22469805,0.58366716,-0.41811964,0.020342534,-0.37034103,0.6860649,-0.2766603,-0.094776824,-0.05887794,0.29975748,-0.12997666,-0.0048092306,0.42980963,0.33466887,-0.024108866,0.5530549
Pemetrexed,0.43751594,0.26381728,-0.054767378,0.16356193,0.06534744,-0.022929693,-0.032716386,2.1218066,-0.14558774,1.25222,-0.23541898,1.3952686,1.3045018,0.44273493,0.9323471,0.4896357,0.6377324,0.5342902,-0.6723833,-0.69313836,1.0278635,0.073799774,-0.6028299,1.7391793,-0.6797677,-0.20756824,-0.02243138,0.2561105,-0.058569558,-0.35785118,-0.90100366,-0.060217116,1.4950489,-0.013194738,-0.017452743,-0.10725843,-0.41953158,2.4899633,0.21913218,0.2714943,0.8578592,0.40396053,0.19383544,0.08090003,0.70432913,-0.47742677,0.23981096,-1.0653759,1.1418934,-0.79147214,0.3863184,-0.13848378,0.58595335,0.7629152,-0.18027478,1.0194054,0.21960871,-0.27609456,-0.18458861,0.044769097,-0.072813705,0.41460687,-0.83216107,0.60569525
Staurosporine,0.15320915,-0.06889181,0.68647325,-0.004868314,-0.20123585,-0.3564717,0.34956354,0.28471988,-0.8795759,-0.15686153,0.78484166,-0.09816476,0.30968982,-0.3819997,0.17051993,0.7914054,0.039704103,0.26917976,0.11351307,-0.030356858,0.02763524,-0.16810274,-0.69127476,-0.20995657,-0.34900877,0.056165345,0.04254102,0.23001662,-0.006075555,-0.38894305,-0.14228797,0.124074675,0.053378344,-0.8096338,-0.6863383,-0.073675536,0.43427584,-0.027807215,0.17119406,-0.45063698,0.6661361,0.46152395,0.028107522,-0.18416496,0.72024786,0.8945796,0.46393865,0.33139402,0.34596753,-0.013692314,-0.64795786,-0.14381945,-0.071974985,0.08357805,0.51161206,-1.1347709,-0.37916875,0.1293279,0.49115294,1.8208867,0.408269,-0.20778365,-0.18849556,-0.13183758
GATA2,-0.934854,-0.6241287,0.14735138,1.1014537,0.2190311,-0.06533404,0.5499084,-0.40287754,0.18193108,1.6689109,-0.14808567,0.10702769,0.23435888,-0.9919754,-0.34625283,-0.46463734,-0.40205577,-1.6108382,0.24600942,0.49417597,0.20944686,0.59234285,-0.08537161,-0.16858396,0.42568097,0.3015892,1.8926501,0.1415549,-0.21679936,0.141131,-1.1271708,0.008517853,0.55858344,0.4658336,-0.23301153,-0.7179575,0.10494445,0.77908903,0.42798612,0.7451497,-0.10530139,-0.55185884,0.5636909,-0.02281183,0.40243942,-0.38509515,-0.049372382,0.121718995,0.9113694,0.34105808,-1.7464811,-0.64135075,-0.45837703,-0.8283095,1.0119863,-0.12420291,0.20761947,0.15902843,-0.31902787,0.7213034,-0.06590183,-0.46774006,-0.13589507,0.24710791
GATA2_EXPRESSION,-0.21462525,-0.4822574,-0.4850141,0.20308763,0.22294332,0.79176766,0.03376399,-0.1689996,-0.24216995,0.04883883,-0.48813948,-0.5536775,0.59543777,-0.70344144,0.24724106,-0.33210075,-0.028474154,-0.3202577,0.5421576,0.4368332,1.369793,0.63523984,-0.28806624,-0.4438929,0.09901907,0.25058988,-2.1987934,0.039030924,0.32902867,0.39742056,0.8625111,-0.22103614,0.59664685,0.06530449,-0.84328383,-0.20831355,-0.24864304,0.44592452,0.6463095,0.5147934,1.3725563,-0.33163324,0.025796996,0.10606398,-0.54540974,-0.16824706,-0.017863523,0.9533564,0.15338029,0.2230848,-0.17135665,0.51429516,-0.2252597,-0.4335075,-0.10083638,0.30184212,-0.37004805,-0.049208388,1.2002538,-0.14518188,-0.058315426,0.15356024,0.22346607,-0.030888323
Bortezomib,-0.12989336,-0.033240963,0.4297857,-0.43779168,0.15540168,0.10949859,0.039019395,1.4611769,-0.39442557,0.2762175,-0.093269356,0.000633973,0.5745205,-0.7196792,0.10064478,0.95241714,0.24210875,-0.28795654,0.11453593,0.3677029,-0.22108851,0.55464154,-0.71904206,0.3865197,0.5134376,0.46989688,0.08300394,0.20088547,-0.017340973,-0.022762217,0.28013328,-0.15584503,0.64085704,0.5813273,-0.039227974,0.28059763,0.16349973,0.6421025,0.74855477,0.56949717,-0.27267998,-0.70362836,-0.29570597,-0.051013373,-0.27175957,0.60127324,-0.14487611,-0.12984358,-0.18431072,-0.17498669,0.25498834,-0.14543109,1.0060393,0.21529904,-0.48852038,-0.52274245,-0.23531877,0.30786383,-0.059617143,-0.7107997,-0.28379214,0.49277413,0.40696397,0.16271174
Fasudil,0.3473367,-0.4866397,-0.10255974,0.65106374,-0.0058891885,0.07993206,0.26054433,-0.8474835,0.049683582,0.44826075,-0.29703504,-0.17800693,-0.8964903,-0.31479633,-0.14514798,0.5634229,0.1193366,0.4579288,-0.19293427,0.468327,-1.0403281,1.1892022,-0.010578585,-0.13725889,-0.7675941,0.048134703,-0.35058406,-0.7987337,1.1205453,-0.29623175,0.44166386,0.35631657,0.5589737,0.32013923,1.0920184,-0.8916541,0.32020387,0.23551151,-0.04984337,0.15260579,0.6388703,-0.81899977,0.34144232,-0.327062,0.16760156,-0.875511,0.17138591,0.14652711,-0.16078585,0.25642267,-0.0057288213,0.24469994,0.010369839,-0.15183419,-0.37690854,-0.25017604,0.35406122,0.2888628,0.04142464,-0.69109136,-0.10756646,1.5283935,-0.61847836,0.69356745
KIT,-0.29722834,0.11098123,-0.06710171,-0.14472616,-0.10645158,-0.061550457,-0.26593623,-0.015817516,0.006029746,0.20145012,0.022217952,-0.6690834,-0.3022272,-0.7424346,-0.18339163,-0.12119641,0.085326515,0.07391013,0.86186683,-0.011075561,0.06978828,-0.18304205,-1.1277122,-0.5064541,0.6460162,-0.02865227,-0.3489331,-0.020108543,0.047682248,0.23771448,0.3353415,0.40669227,-0.08917118,-0.0027200866,-0.08249492,0.18975472,-0.3724542,0.04219679,0.0181335,0.05211583,-0.017460994,1.0598391,-0.15608105,-0.3340789,0.17335057,-0.26756358,0.03711439,0.162714,0.014344236,0.011945157,-0.76539487,-0.0110893715,0.028072758,0.69558007,-0.086027026,0.20468439,-0.6095858,-0.109478354,0.056706045,0.15319476,-0.07238317,0.529829,0.025954755,0.09467602
KIT_L576P,-0.2795647,0.6978203,-0.38021848,-0.52654314,-0.5140668,0.1094149,-0.9603071,0.22554024,-0.18902981,-0.30520678,-0.2759876,0.16643685,0.41498476,-0.39170516,-0.12592652,0.24230795,0.34243664,0.026418466,0.10465077,-0.15950274,0.110144585,0.3668147,1.131732,0.010882156,0.2838298,0.5281517,-0.50960165,-0.07286816,-0.24070966,-0.28514308,0.12139177,-0.5158192,0.12013192,0.17408094,-0.56796145,0.36471125,1.6819099,-0.36171064,0.67179275,-0.3266781,-0.20779257,0.12335761,0.036635283,-0.14563966,0.6120541,-0.102041945,0.26296115,-0.45369998,-0.0065246867,-0.04416587,-1.335662,-0.07312364,0.95539206,-0.16809078,-0.81608063,1.0560263,-0.04726406,0.7671418,-1.0356627,-0.5623376,-0.514311,-0.37610328,0.2723973,0.06931604
Nilotinib,0.36732015,-0.11208212,-0.87983173,0.033661895,0.44323918,0.13093494,0.40519604,0.08190967,0.65700245,-0.12557231,0.13357827,0.01408514,-0.16895768,0.7286495,1.6325388,0.8223432,-0.6366689,-1.6995262,0.25248328,-0.20137902,0.46540108,-0.5649393,-0.21386045,0.4486059,-0.14839146,0.14920692,-0.43661252,-1.3926178,-0.2886643,0.40863425,-0.32623678,-0.31612095,0.6459855,1.0482671,0.1925613,-0.17822632,-0.1407365,-0.3123728,-0.44138584,1.2429678,-0.6933846,0.2950038,1.059298,0.31783596,-0.008129853,0.40721726,-0.18921919,0.18937267,0.00053406146,-0.19692959,0.3493079,0.016978137,0.23468858,0.57297087,-0.2472278,-0.25755045,0.4428487,-1.446376,0.1902342,-0.35825366,-0.19233799,-0.00972393,0.22368465,0.4661527
Imatinib,1.6088238,0.3272003,-0.76586753,-0.5109432,-0.3976743,0.6094997,0.30729136,-0.2582242,-0.9334103,0.031720497,-0.06659405,-0.56304646,1.5056673,0.29968348,-1.0099883,-0.5844764,-0.17742313,-0.35098487,-0.6618358,-0.5713684,0.7604786,-0.6373129,-1.2298974,-1.075048,-0.58397937,-0.5403311,-0.9390628,0.22383009,1.032693,0.62282956,1.3342836,-1.8098454,0.15906535,-0.7449241,1.3719498,-0.0430681,-1.1504683,-0.09779448,-0.8677568,0.18414927,-0.34294394,0.23162474,-0.26950818,0.27500406,-0.08441677,-0.25406307,0.2319463,-0.52148545,0.08397389,0.4305105,-0.31056392,0.19959946,0.75098866,-0.10383572,1.3554196,0.010839518,-3.022119,0.9399671,-0.07205294,0.4165244,0.33009228,0.68837225,0.16371584,0.065242484
Selumetinib,-0.9756282,-0.53694195,0.42372653,-0.40833676,0.62395334,-0.38741255,-0.095237575,0.646555,-0.76972413,0.3681264,-0.11396168,-1.3545631,-0.45705345,0.36122197,0.2590191,-0.32223654,0.57841384,-0.20654686,0.11453134,0.22041643,-1.216845,-0.45737368,-1.1553609,0.05288905,-0.6128338,-0.2917697,-0.07280638,0.4748877,0.043495134,0.10129328,-0.24465528,1.3122866,0.3518922,-1.3935078,-0.1722169,0.18549562,-0.6845739,0.5192637,0.22881337,0.26182222,0.3944175,1.0387198,0.24391189,0.2693645,0.65522665,0.100581735,-0.83530223,0.037707873,0.5686931,0.24144779,-0.594972,0.1435321,0.22040366,0.98133045,-1.2354008,0.41585445,0.26564047,-0.15967846,-0.58749133,-0.026973478,0.2665907,-1.1483622,-0.037057053,-0.1098522
Dactolisib,-1.1156051,0.82623166,0.080843866,0.16409157,0.099395104,-0.18279013,-0.37815577,-0.39575535,-0.015946908,0.13004492,0.23200588,1.14815,-0.16348912,0.6764955,0.3220556,0.05671997,-0.24493077,-0.07647012,0.9317931,0.20217264,-0.33181182,-0.0651374,-0.18906501,0.10894992,-0.649601,-0.179724,-0.4540541,0.66726935,-0.40734944,-0.020422554,0.24832965,-0.057501815,0.102900855,-0.88151556,-0.10723173,-0.17659341,0.16577467,-0.30711117,0.22775275,-0.5152736,-0.16078207,-0.12975523,0.3732796,0.17704429,-0.10404541,0.51569396,-0.9487425,-0.2083373,-0.28865266,-0.14548428,-0.5853619,-0.030160574,0.49633312,0.054159097,-0.079433866,0.029134007,0.14553834,0.113322675,-0.007907405,0.7804506,-0.24130791,0.503585,0.052124776,0.07779001
EML4::ALK_Fusion AND ALK Amplification,0.08191638,-0.13052143,0.25896734,-0.15730847,0.9728716,-0.3633389,1.6601807,-0.3233119,-0.042664096,0.2475049,0.44732675,0.3030082,0.086869806,-0.22753438,-0.45606413,0.5485216,0.25000364,-0.70982003,0.104901746,0.184583,-0.045431916,0.49682873,0.46712103,0.050031297,0.04747319,-0.5806105,0.03692746,-0.18760328,-0.3535123,-0.21015094,0.1143264,-1.0128686,-0.55434704,0.13251795,-0.004344399,0.3517604,0.06408253,-0.5755376,0.346045,-0.4752446,0.39458564,-0.3347326,0.5350007,-0.15788391,-0.55265504,-0.09630931,0.32810438,-0.5997873,0.99939394,0.25125664,-0.3179825,0.50286555,1.0831602,0.06541719,-0.281455,0.6555124,0.17012472,-0.41988608,1.3491126,0.1464031,0.6559462,0.23443995,0.05549732,0.2531667
EML4::ALK_Fusion AND ALK G1202R,-0.0082282955,-0.5316195,-0.3945628,0.19644693,-0.9865391,0.8477845,-0.16219,-0.8296255,-0.029480908,0.07527263,0.11378327,-0.70374376,1.0277877,0.30926204,0.03649423,-1.0323364,-0.02775031,0.5614272,-0.109301165,-0.3189735,0.16717362,0.655614,1.4859525,1.2019328,0.3494373,0.31553203,0.7776247,-1.0169253,-1.6834813,0.7284835,-0.15394337,0.39899093,0.4235352,-0.92902565,-0.25207362,-0.2614642,1.022839,-0.07052189,-0.0578361,0.93753886,-1.0580577,0.43537435,-0.6493579,-0.41482458,0.039138075,-0.7062986,-0.38203055,1.4268906,-0.40671653,-0.09992214,-0.40886748,0.38044795,0.3140422,0.60970515,0.76707274,0.27366117,0.12461008,0.2612312,-1.3156149,-0.40649396,0.17418051,-0.4538033,-0.006895749,-0.09424038
EML4::ALK_Fusion AND ALK S1206Y,0.11093209,0.11258277,-0.7919647,0.45126304,-0.44794786,0.40010515,0.030953689,-0.6407422,-0.10287257,-0.6374813,0.42384607,-0.097900026,-0.20978518,-0.18194662,0.31692174,-0.33237803,-0.76106316,0.15474421,-0.22187836,0.5500765,-0.33867303,0.18969461,-0.25579968,0.17080148,0.24759541,0.3344361,-0.83532673,0.16357026,0.16971228,0.18999675,0.07841197,0.48002177,0.15890178,-0.27234688,0.055780787,0.47269338,-0.23038116,-2.2060056,0.08429614,-0.026772577,0.19732846,-0.5274852,0.4563126,-0.1530836,1.027032,0.9487714,-0.110918716,-0.30953896,0.18686861,0.15767552,0.41369373,-0.25520906,0.8626332,-0.28746492,0.80394477,0.7932366,0.051333774,-0.042629484,-0.24728237,0.065622754,-0.643212,-0.30997613,-0.6357693,0.018921534
EML4::ALK_Fusion AND ALK T1151dup,-0.15376367,-0.24133171,0.2950875,-0.05759525,0.047118407,0.42484388,0.2256672,0.6269937,0.23838554,0.34997115,-0.38685,-0.32196566,-0.37529445,-0.31060693,-2.4405887,-0.86480063,-0.333597,-0.35242683,0.37773103,-0.10848441,0.89810026,-0.26531047,-0.13327363,-0.13059296,0.028180866,-0.3844754,0.93765604,-0.07842673,0.042755857,-0.0037787342,-0.8299006,0.39132056,-0.27966785,-0.41050485,0.1806907,0.23862684,0.17342293,0.053260807,1.0082172,-0.2960375,0.63748324,-0.078539856,0.25020477,0.030236362,-0.08974538,0.051185437,0.555869,-1.6072742,-0.2940545,-0.07494944,0.22952645,-0.27761886,-0.56137866,0.47785467,-0.38757715,-0.22435975,-0.1293925,-0.039558675,-0.28794056,-0.15513466,-0.014028853,-0.04607353,1.2523187,0.070425615
Multikinase Inhibitor Aee788,-0.26144025,-0.15776943,0.197641,-0.9196709,1.0775887,-0.05766132,-0.52145946,-0.11965371,0.3019658,-0.24272838,-0.36529738,-0.15125713,0.12286083,-0.6588546,0.27517778,0.0075208778,-0.22256213,-0.14516416,-0.06086914,0.029176658,1.651763,-0.024719074,-0.007916109,-0.11807409,0.19975851,-0.037044663,0.023276681,0.09394247,-0.39042625,-0.11496894,0.15584566,0.4565511,0.3765647,0.08149599,-0.38021493,0.09191521,0.17738178,0.37958255,0.13411343,-0.35210562,0.40025258,-0.33825466,-0.0011722222,-0.11432933,-0.41526234,-0.31782472,-0.07313476,0.16429277,-0.2445519,0.047523946,0.49968418,0.124423,0.55848545,-0.39067373,0.6968309,0.2780668,-0.07669958,0.022608517,-0.10313203,0.091449104,0.36106154,0.14433616,0.4142214,0.28860313
Lung Cancer,0.29830828,0.6364621,2.6067872,-0.12732339,0.21534653,-1.4684969,-0.8582602,0.53946906,-1.2347407,-0.70530486,1.0832094,-0.43327653,0.8486142,-0.4483404,-1.2157793,-0.50092995,0.4081132,0.3266459,0.17439191,0.0864843,0.062222827,-0.28545755,1.2220504,-0.49405617,-1.2872311,1.066158,-0.4522598,-0.5941388,-0.7388541,-0.92814493,0.15195602,-0.47097737,-0.42494202,0.6988638,0.8935186,1.0251095,-1.1505808,0.6173349,-0.4254788,1.1451253,0.40216768,0.37544325,0.05968101,-0.7287152,1.0336567,0.23684187,0.2623176,1.1638464,-0.57905257,-1.2116535,0.6902368,1.9990578,-0.13132802,0.028119626,1.4513453,0.5022527,-0.62356687,0.7527077,-0.6775337,1.4014535,0.6246082,-1.3685356,0.449938,0.369347
Rociletinib,0.06533151,-0.9397231,-0.14589176,-0.1302102,0.10164769,-0.31138486,-0.42638284,-0.6363939,-0.4634399,1.1369848,-1.2007612,-0.5448905,-0.617503,-1.4941728,0.036817037,-0.17294893,-0.38687757,0.7006799,-1.1024911,-0.24835555,0.041818168,-1.1027893,0.5549302,-0.09284665,-1.6551825,0.5789002,-0.6495538,0.89962286,-1.0123177,-0.7345464,0.28738782,0.19018231,0.20463738,-0.15417261,-0.21346565,0.240262,0.30058265,-0.3684899,0.3021397,-0.36889496,0.6977741,-0.98657036,-1.2810299,0.7243288,0.042905908,0.2902895,-0.14999443,0.34276944,0.12268012,-0.013040738,-0.009441175,0.553624,-0.06487182,0.39816773,0.5210234,-0.13112374,-0.25546598,-0.5460561,0.5416802,-1.5340885,0.63518345,0.23685956,0.54825103,1.577155
XRCC1,0.34353155,-0.61516076,-1.0316548,-0.77156466,-0.74648887,-1.375768,-0.64652395,-0.0029444448,-0.1966251,0.05787604,-0.19680661,0.12362146,0.012407702,-0.23237343,-0.34548464,-0.17697331,0.21589838,-0.16450344,-0.050784487,1.3628457,-0.89036995,-0.95118773,-0.3499931,0.16739108,-0.5699317,-0.2793416,-0.54501355,-1.1175817,-0.58432573,-0.177648,-0.19739074,-0.3238475,-0.27950543,0.17107458,1.8634716,-0.7135544,0.19388495,-0.42218706,-0.33761922,-0.037428148,0.689731,0.10509291,0.2839559,0.85599923,-0.09398658,-0.48572296,0.021331623,0.5265475,0.107851714,-0.41132966,-0.19479212,0.22112432,0.13171363,0.25438273,-1.3472269,0.15433817,0.44142997,-0.5817211,-0.10387311,0.02154482,-0.34234577,0.08743273,-0.8929742,-0.2516552
XRCC1_R194W,-0.73082024,0.31092367,0.03346543,-0.37291488,-0.042832438,0.35414442,-0.35895836,0.09659168,-0.97298104,1.0444856,-0.16450658,0.9361582,-1.2475897,-0.7556732,-0.09976984,-1.3640693,-0.30130893,-0.35282302,-0.4605701,-0.33888727,1.6946474,-0.095441006,0.7746801,-0.43506142,-0.101632394,-0.5995068,-0.86673206,-0.7423533,0.009103153,0.17450716,-0.50126934,-0.22459422,-0.3404438,0.8662069,-0.44972783,0.2665905,0.42713064,0.53108364,-0.28891146,-0.12997654,-0.25503764,-0.15796673,-0.3558837,-0.20312616,0.68791366,-0.7397654,-0.9229888,0.44962826,0.7024748,0.15957622,1.7572943,-0.5249698,-0.2618626,1.2521719,0.23912232,-1.0281191,-0.35082752,-0.012951428,-0.053675335,0.48466805,-0.108444765,0.2472835,-0.5230381,-0.3376765
Docetaxel,-0.13074091,-0.2967185,-0.25743425,0.30469474,-0.53868854,0.28877142,-0.076504715,0.3377768,0.10702298,-0.089092396,-0.20761581,0.035738826,-0.57527786,0.4461025,-0.23095275,0.9080151,0.7135966,1.1665976,0.15771995,-0.14860417,0.6412635,-0.3213414,-0.81762284,0.12586834,0.114319794,0.10258549,-0.45260963,-0.28490868,0.5861943,0.064057775,0.06352069,-0.32512495,-0.5214772,-3.008322,-0.5099607,-0.27923113,0.38615,-0.455437,-0.17159258,-1.7382629,-0.10588859,0.5594523,-0.23530848,-0.5816227,-0.34360272,-1.1415486,0.13796532,-0.10168741,-0.004209833,0.09690611,0.4431008,0.07056531,-0.2523199,0.3717736,0.3254978,-0.13908102,0.6945826,-0.7415625,0.39794466,-0.008021935,0.58356196,-0.106176585,-0.50132775,-0.32565883
Vinorelbine,1.1368816,0.35398832,-0.4530852,-0.37739506,1.4630324,0.18228659,0.22668746,1.2485241,-0.5925535,1.0013574,-0.027012225,1.5632893,0.91183025,0.78040457,0.4779506,-0.52400446,-0.5215006,1.5896316,0.13796355,-2.0721145,-0.37993082,0.83641136,1.016314,0.10241538,-0.0007029853,0.3492168,0.64729846,0.650182,0.25609222,-0.15932143,-0.3914911,0.18748164,0.52401686,-1.2703916,1.1084181,1.2315996,0.6780751,0.82712024,0.15380652,1.3939579,-0.06708621,0.31356522,-0.8614424,-1.0359886,1.6440896,0.37494254,0.23677655,-0.29590133,1.7833304,0.9618764,-1.2219362,0.3593502,-1.4156814,-1.0978779,-2.1508307,0.18141879,-0.6599871,0.019992504,0.39674875,0.9713612,0.008945418,1.4710858,-0.18364528,-2.0858204
Gemcitabine,0.10417612,0.2519452,-0.12380854,-0.2031556,-0.48303238,-0.19602847,-0.14810081,-0.4184767,-0.98401684,0.3606443,0.9174634,0.1270969,-0.6820649,-0.4263025,-0.41120934,0.029599769,-1.4698342,0.7861591,-0.09031174,1.3761355,0.24560493,0.12304447,-0.10458205,1.0493007,-0.728288,-0.23610084,-0.6402957,0.18212305,0.5333004,-0.08963592,0.15027605,2.2003832,-0.8575996,0.09676417,-0.2579476,0.068530835,0.7602206,-1.125119,0.21651335,0.39018625,-0.9330851,-0.18068752,-0.114776365,0.19493684,0.9665941,-1.3742863,0.26510516,-0.08085703,0.3397875,-0.2537436,0.26949197,0.39961988,0.95232886,0.507999,0.05954552,1.3755845,-1.6910188,0.20268351,0.2398082,0.18028691,0.12507014,0.27682686,-0.24211472,-0.19930202
